Customer_id,state,customer_tenure_months,plan_type,contract_type,monthly_bill,last_recharge_date,last_recharge_amount,recharge_frequency,total_recharge_amount_30d,total_recharge_amount_90d,avg_recharge_value,days_since_last_recharge,active_days_30d,avg_call_duration_mins,total_calls_30d,data_usage_gb_30d,sms_count_30d,complaints_last_90d,dropped_call_rate,payment_delays_last_year,customer_support_calls_30d,has_auto_pay,num_products
Q46NOUHFJ7UPFLN4RXYJ38XRG2,Karnataka,37,prepaid,annual,27.63,04/28/2025,16.24,10,22.41,71.08,5.0,34,16,9.7,72,13.3,44,0,0.047,0,0,1,2
FTG698S4C3BAEWCFHQCW76XATO,Maharashtra,51,prepaid,biannual,53.71,05/18/2025,89.04,23,102.56,288.82,5.0,14,23,14.6,121,33.6,145,0,0.022,0,1,1,4
TJ9A3Y36DDFGS3JONOU9IY4X41,Delhi,13,prepaid,monthly,17.5,01/23/2025,8.16,0,0.07,9.4,9.4,129,1,2.9,3,1.1,6,5,0.145,4,7,0,1
ONRWZC4XL9967I6YUJ7YKTXG4A,Tamil Nadu,13,prepaid,monthly,29.88,03/10/2025,14.88,3,7.19,61.55,6.84,83,8,3.4,6,5.7,19,5,0.187,3,4,1,1
V1ZOCFI4O6L1F90S9BP4M18O1B,Gujarat,45,prepaid,monthly,47.8,05/17/2025,59.14,13,22.63,72.32,5.0,15,21,9.0,71,17.2,85,0,0.034,1,1,1,2
2QITNGVN1KICJN2FOMD7Q1DDPU,Andhra Pradesh,79,prepaid,biannual,118.56,05/26/2025,42.03,21,102.06,280.59,5.0,6,28,13.5,102,35.4,223,0,0.003,0,0,1,4
OAMDVLNKND669UGNEKRCPPRCJI,Punjab,38,prepaid,annual,20.67,05/12/2025,28.47,11,43.1,153.88,5.0,20,19,8.6,61,11.3,65,2,0.021,2,2,1,2
RWQEAO4N5PP3XVKVZRGOL0W82L,Gujarat,12,prepaid,annual,49.2,05/05/2025,49.48,11,54.98,165.34,5.01,27,13,7.3,98,7.7,98,0,0.049,0,0,0,2
3OEUVTYT8QZPKY32ORWIXZ2C9R,Uttar Pradesh,19,prepaid,annual,11.45,03/06/2025,24.86,2,3.46,20.76,3.46,87,7,1.3,33,1.2,31,2,0.093,2,6,1,1
T75PB8Z3V6DIXFWUXX8L2DDH0U,Haryana,22,prepaid,monthly,19.53,04/15/2025,21.2,5,8.62,60.26,4.02,47,8,5.4,9,5.3,34,3,0.147,1,5,0,2
UQO1VSMADO8E7FLQHRRPZLK3E4,Punjab,14,prepaid,monthly,17.06,01/13/2025,10.94,0,1.14,31.46,31.46,139,2,0.4,3,1.3,1,5,0.177,2,6,0,1
D270STLPQ2WGXO05QPAHKZ2U2T,Rajasthan,13,prepaid,monthly,44.74,05/23/2025,29.23,4,29.65,87.02,7.25,9,21,5.5,42,11.1,141,0,0.075,1,1,1,2
LQJ5SXVWVM4W3ZKWDEEKGYSPEN,Karnataka,116,prepaid,annual,96.53,05/25/2025,40.02,19,95.22,317.08,5.56,7,23,11.7,168,53.8,209,1,0.028,0,0,1,4
RT77GGKG4W58RHNUXORZPGU2HB,Tamil Nadu,16,prepaid,monthly,17.2,03/06/2025,14.22,3,5.83,49.33,5.48,87,7,1.3,19,7.8,32,4,0.179,1,5,0,2
TGQ01TEE13N3BZT9D31K9QM3P9,Madhya Pradesh,7,prepaid,monthly,22.16,04/11/2025,21.12,4,9.57,70.39,5.87,51,3,4.6,20,2.4,62,2,0.111,1,2,0,1
3H0Y4VPW232UTVG9KU8S63E1OC,Gujarat,20,prepaid,monthly,17.58,04/09/2025,15.11,1,7.62,46.02,15.34,53,2,4.0,26,0.6,35,5,0.133,3,3,0,2
5E5IZ31YRUJOQW5DSK7N8LA100,West Bengal,13,prepaid,annual,12.51,04/27/2025,5.44,5,3.06,24.02,2.0,35,9,4.9,16,5.4,27,2,0.06,2,5,1,2
WZ42O83RLKTE4261BW4A7FQ9P9,Odisha,12,prepaid,annual,47.41,05/03/2025,25.27,7,26.08,95.44,5.0,29,17,6.4,53,20.2,96,0,0.087,2,3,1,2
EXF7JXJN6FOKZIXZAREIYAZ39P,Karnataka,52,prepaid,monthly,32.8,05/18/2025,41.02,5,49.43,143.36,9.56,14,14,8.7,46,18.1,86,1,0.038,0,3,0,2
RID3DNKN35XYCUVFMH07WPH6FE,Haryana,49,prepaid,annual,22.18,05/21/2025,58.11,10,32.81,117.15,5.0,11,12,4.7,74,15.5,121,0,0.039,1,1,1,2
N8LFJDTVV2Y4XKSS0KB68RERVT,Maharashtra,28,prepaid,annual,78.42,05/29/2025,81.23,22,139.29,394.73,5.98,3,20,14.6,116,26.9,241,1,0.029,1,1,1,3
97E4UNY181ACJBC2SWSOZCTWJL,Andhra Pradesh,65,prepaid,biannual,50.48,05/23/2025,86.62,12,123.27,341.93,9.5,9,29,10.2,195,54.2,208,0,0.02,0,0,1,4
79FLV1XXLP8II7EWBXXGAEARMS,Kerala,87,prepaid,annual,87.38,05/21/2025,85.57,10,39.68,122.53,5.0,11,24,11.3,115,27.8,134,0,0.029,0,0,1,3
ZGE2J51B3JCZUCQMRUNJDU0ISB,Kerala,13,prepaid,monthly,12.37,04/12/2025,24.03,5,8.13,89.49,5.97,50,5,3.0,19,7.7,64,5,0.141,2,5,0,1
ABN7G8B2ZXII6L3UEYBISBO551,Gujarat,27,prepaid,annual,28.41,05/19/2025,16.75,5,36.35,125.89,8.39,13,22,4.2,37,22.5,73,2,0.061,0,2,1,3
LTAHUKWQVR1H61IAOIM458AX40,Delhi,23,prepaid,annual,51.29,04/29/2025,37.39,8,52.5,167.05,6.96,33,21,7.1,50,9.5,79,1,0.034,0,0,1,2
H9P89FKBI4O6Q0USWOVCXEK47O,Kerala,7,prepaid,monthly,17.16,12/18/2024,4.73,1,2.73,31.3,10.43,165,1,1.6,10,0.6,8,2,0.143,5,3,0,1
0LJCH2VFFQOT8HLJEFY3ZB4LDI,Rajasthan,63,prepaid,annual,49.1,05/18/2025,30.09,14,64.68,205.1,5.0,14,22,14.7,170,27.9,192,0,0.034,0,0,1,3
OBK3G84UTDD2EC2IHOY7DV7C9H,Punjab,41,prepaid,annual,26.36,05/14/2025,32.69,12,67.64,197.73,5.49,18,21,7.6,79,7.5,105,1,0.032,1,2,1,2
PE63LBQGU3OBYGHGK5BWIKOTCK,Karnataka,8,prepaid,monthly,15.93,03/19/2025,14.23,1,9.0,53.54,17.85,74,9,5.1,42,7.1,51,2,0.189,3,5,1,1
PX2I9TANZR2MULJAVB3K3QMVIF,Tamil Nadu,101,prepaid,annual,70.9,05/27/2025,63.72,22,110.23,316.33,5.0,5,29,10.0,194,33.3,107,0,0.03,0,0,1,4
XJ37C9H42M44GV3Z6BZ8UUG95R,Gujarat,25,prepaid,biannual,117.77,05/25/2025,88.02,20,117.35,348.8,5.81,7,22,10.0,95,45.1,226,0,0.032,0,0,1,3
GBCVARLW3MG25CFZFDSNCZXVML,Karnataka,107,prepaid,annual,68.23,05/27/2025,67.49,20,108.65,343.07,5.72,5,28,13.3,152,51.7,82,0,0.003,0,0,1,3
0PXRLZU6WMX3N0KGAZU41UGL3W,Punjab,57,prepaid,biannual,70.05,05/21/2025,55.97,11,108.3,339.45,10.29,11,24,8.3,165,22.0,143,1,0.026,0,1,1,3
U7F0I9G5DZX5QJICJDAN085RNT,Delhi,8,prepaid,monthly,16.26,02/22/2025,3.22,0,2.41,18.42,18.42,99,1,0.5,6,1.9,2,4,0.253,5,5,0,1
32U1IQ2BAJDM5FC79M96ZPXVPB,Rajasthan,6,prepaid,monthly,10.96,02/08/2025,13.82,0,0.47,12.2,12.2,113,0,1.8,11,0.2,1,7,0.174,2,7,0,1
HGZZ0JKIBU4FMPKXVHAGKC4LOR,Punjab,16,prepaid,monthly,15.35,04/27/2025,20.25,2,13.21,65.7,10.95,35,11,2.4,17,6.2,61,4,0.075,1,6,0,2
JXNNNGBPJ4UFZDY3O1ICNS8Y7U,Tamil Nadu,4,prepaid,monthly,13.81,12/30/2024,6.56,0,0.2,2.59,2.59,153,2,2.9,5,0.8,16,3,0.241,6,3,0,1
RC6ZS62YWE1G983EP9P9W4J66C,Uttar Pradesh,1,prepaid,monthly,11.5,02/23/2025,9.82,1,0.64,18.49,6.16,98,2,0.0,8,1.2,12,5,0.164,5,3,0,1
UT4S7AZV2EFUU8DD22555JXURG,Uttar Pradesh,43,prepaid,biannual,100.4,05/31/2025,33.75,13,61.98,195.83,5.02,1,22,12.3,140,41.2,194,0,0.038,0,1,1,4
FVYB6LI076A3KKRZD5E9P3JPXG,Tamil Nadu,16,prepaid,monthly,13.16,02/13/2025,3.23,1,2.09,30.04,10.01,108,2,2.8,4,1.2,10,3,0.186,5,7,0,1
6ORSNC2CZO2SUG5HCBBMHNQO7Y,Tamil Nadu,45,prepaid,annual,42.06,05/18/2025,57.13,8,38.59,116.38,5.0,14,19,8.8,39,11.6,93,0,0.041,0,0,1,3
NVG5VMF60YKNFU84XYJOA21A6X,Telangana,2,prepaid,monthly,16.47,01/26/2025,3.27,0,0.17,8.06,8.06,126,2,2.0,2,1.8,16,5,0.14,3,5,0,1
2IV7ZZJ64QHKSWVA984UVKYRMJ,Rajasthan,5,prepaid,monthly,12.73,01/14/2025,7.54,0,3.52,33.49,33.49,138,1,2.9,10,0.7,7,4,0.289,5,3,0,1
5JZ6KF1622VXYZX9JPNBZUG0IT,Madhya Pradesh,28,prepaid,annual,37.61,05/19/2025,48.68,10,61.94,175.69,5.86,13,21,7.3,67,9.0,120,0,0.069,0,0,0,2
R7MKGXUKQ00U686XII5P5NVQEB,Punjab,92,prepaid,biannual,83.62,05/29/2025,44.49,10,59.81,166.41,5.55,3,20,6.1,128,27.8,168,0,0.011,0,0,1,3
V7C6S5NKB4EHOU6QLZ2RWGWAJ1,Karnataka,45,prepaid,biannual,91.22,05/24/2025,72.13,16,94.04,271.45,5.66,8,24,10.0,108,34.4,227,0,0.022,0,1,1,3
UF22EPPPRAT0861TAA0I5LDSLC,Maharashtra,26,prepaid,monthly,44.22,05/19/2025,33.87,12,25.6,80.65,5.0,13,16,8.5,36,7.3,96,1,0.064,1,1,0,3
KK0VM59M6MG87OI0E0VGNXB5JT,Maharashtra,10,prepaid,monthly,17.54,12/20/2024,10.12,0,1.55,14.68,14.68,163,3,2.6,2,1.8,9,2,0.19,5,9,0,1
VBD4BEPEJZHYAPDSWZP6SWK2RV,Madhya Pradesh,4,prepaid,monthly,6.0,12/15/2024,13.67,1,0.34,38.79,12.93,168,1,1.1,0,1.6,8,8,0.221,3,4,0,1
JSHZKBRH7LAY64YFDS0DJI9KQD,Karnataka,57,prepaid,annual,50.15,05/26/2025,30.5,20,105.52,303.88,5.06,6,24,11.6,113,36.9,80,0,0.031,0,0,1,4
54MYPE46AEXL68J0NMEOQ4YRP5,Karnataka,36,prepaid,annual,46.31,05/03/2025,48.4,5,49.53,150.67,10.04,29,17,4.4,47,22.9,129,2,0.073,0,2,1,3
EZC7FOV2YGNMBY49E7EOBJLZY1,Telangana,38,prepaid,monthly,36.59,05/05/2025,24.67,6,28.23,97.07,5.39,27,14,9.4,66,15.6,62,0,0.069,0,3,1,3
0I85SYWP0RXXF36WA7SQRF1LLK,Andhra Pradesh,50,prepaid,biannual,64.8,05/18/2025,71.68,14,61.13,195.46,5.0,14,26,11.0,114,29.3,192,0,0.031,0,0,1,3
IXOIQ2Q4QERXDOUADVWKSHY8NB,Tamil Nadu,91,prepaid,annual,77.43,05/31/2025,63.44,10,115.79,366.17,12.21,1,22,11.7,94,31.3,232,0,0.014,0,1,1,4
